p2train-0	他 们 觉 得 父 母 的 行 为 方 式 和 价 值 观 念 太 不 老 了 	18 
p2train-2591	即 青 少 年 要 直 接 地 表 现 出 	11 
p2train-2592	我 的 导 游 的 经 验 没 有 	2 
p2train-2593	在 韩 国 出 现 了 父 母 代 和 青 少 年 的 对 立 	9 
p2train-2594	休 息 休 息 了 	5 
p2train-2595	而 且 他 们 顺 应 着 时 代 的 大 潮 时 运 而 生 的 	13 14 
p2train-2596	跟 中 国 普 通 老 百 姓 每 天 打 交 道 使 我 的 对 中 国 人 的 了 解 也 有 所 深 入 	16 
p2train-2597	不 可 替 代 的 	5 
p2train-2598	别 的 人 喜 欢 所 以 我 也 喜 欢 我 也 喜 欢 等 盲 目 的 人 多 	12 13 14 15 
p2train-2599	我 认 为 现 在 的 法 律 的 状 况 下 安 乐 死 还 是 一 种 的 杀 人 	20 
p2train-2600	现 代 中 国 正 走 向 开 放 式 的 思 想 迈 进 	6 
p2train-2601	有 些 人 特 别 喜 欢 流 行 歌 歌 曲 	11 
p2train-2602	学 生 在 青 春 期 难 免 会 对 外 界 所 带 来 的 带 来 的 事 物 产 生 好 奇 心 而 早 恋 	17 18 19 
p2train-2603	让 孩 子 在 早 一 点 接 触 异 性 是 好 的 	4 
p2train-2604	那 时 是 第 一 次 离 开 父 母 的 吧 	11 
p2train-2605	极 端 消 极 的 歌 中 和 对 世 事 带 有 报 怨 的 歌 曲 是 我 讨 厌 的 流 行 歌 曲 	7 
p2train-2606	主 要 原 因 在 于 他 们 俩 不 同 的 审 美 观 	9 
p2train-2607	就 有 点 疯 疯 颠 颠 地 躺 在 床 上 	1 
p2train-2608	我 的 爷 爷 一 直 在 我 身 边 照 顾 我 了 	14 
p2train-2609	但 没 用 化 肥 和 农 药 的 农 作 物 是 满 足 了 重 视 健 康 人 的 需 求 	13 
p2train-2610	今 天 我 穿 着 你 织 做 的 毛 衣 	8 
p2train-2611	以 后 也 这 样 延 长 生 命 也 没 什 么 好 处 	3 
p2train-2612	没 有 你 们 就 没 有 我 了 	9 
p2train-2613	我 在 昨 天 的 《 联 合 早 报 》 的 征 聘 栏 位 中 得 知 贵 公 司 因 业 务 发 展 的 需 要 	16 
p2train-2614	但 我 觉 得 这 是 有 点 可 惜 	6 
p2train-2615	最 初 认 识 的 是 个 自 己 的 父 母 	7 
p2train-2616	老 三 是 个 做 生 意 人 	5 
p2train-2617	还 有 发 现 了 我 的 对 学 外 语 的 缺 点 	8 
p2train-2618	我 非 常 高 兴 了 	6 
p2train-2619	有 许 多 父 母 并 不 怀 疑 自 己 对 孩 子 作 的 教 育 有 任 何 方 面 的 欠 缺 	15 
p2train-2620	自 国 外 的 朋 友 也 越 来 越 多 	1 
p2train-2621	我 的 最 近 的 生 活 非 常 充 实 	2 
p2train-2622	很 多 年 轻 人 都 非 常 喜 欢 看 流 行 歌 曲 	11 
p2train-2623	鸟 语 花 香 的 公 园 也 好 	8 9 
p2train-2624	各 都 有 各 的 好 处 	3 
p2train-2625	我 认 为 不 用 化 肥 和 农 药 也 不 太 影 响 到 产 量 	16 
p2train-2626	“ 绿 色 食 品 ” 是 产 量 并 不 多 	7 
p2train-2627	以 “ 孝 ” 为 美 名 世 上 	8 9 
p2train-2628	在 世 界 所 有 的 人 都 不 愿 意 自 己 最 爱 的 人 早 死 	1 
p2train-2629	那 个 和 尚 也 挑 水 喝 了 	9 
p2train-2630	我 应 该 选 择 哪 能 一 个 是 第 一 位 的 话 	7 
p2train-2631	而 是 他 最 早 向 学 习 的 人 P } 	6 
p2train-2632	因 为 人 类 能 够 克 服 了 这 种 困 难 	9 
p2train-2633	千 万 不 要 像 这 三 个 和 尚 一 样 不 考 虑 别 人 了 	18 
p2train-2634	大 家 都 有 想 拿 点 东 西 	4 
p2train-2635	这 个 俱 乐 部 每 星 期 四 开 的 	11 
p2train-2636	还 别 担 心 我 们 在 汉 城 的 生 活 了 	1 
p2train-2637	所 以 受 一 个 熟 人 的 委 托 就 去 当 的 教 练 兼 队 员 	14 
p2train-2638	我 一 看 就 能 看 得 出 吸 烟 的 后 果 	7 
p2train-2639	也 可 以 使 人 们 的 交 流 亲 密 的 	12 
p2train-2640	用 什 么 话 来 也 表 达 不 出 我 的 心 理 状 态 	5 
p2train-2641	流 行 歌 典 只 不 过 短 期 间 为 人 欢 迎 	10 
p2train-2642	妈 妈 当 然 希 望 每 个 成 员 都 负 责 一 定 的 家 务 责 任 	19 20 
p2train-2643	通 常 人 们 把 用 未 经 污 染 的 农 产 品 加 工 的 食 品 叫 做 “ 绿 色 食 品 ” 	6 
p2train-2644	我 不 知 道 了 爸 爸 为 什 么 管 我 	5 
p2train-2645	我 奶 奶 是 现 在 七 十 岁 	4 
p2train-2646	而 在 都 市 里 生 活 我 不 感 到 这 种 寂 寞 	12 13 
p2train-2647	那 么 那 世 界 上 所 有 人 都 会 高 兴 	3 
p2train-2648	别 想 别 人 想 什 么 做 什 么 	2 3 
p2train-2649	一 直 对 妈 妈 讲 说 我 的 看 法 	6 
p2train-2650	而 且 这 个 特 点 之 所 以 是 损 害 健 康 的 最 大 原 因 	7 8 9 
p2train-2651	还 特 地 向 学 校 请 了 一 或 两 天 假 	10 
p2train-2652	没 有 回 国 了 	5 
p2train-2653	我 童 年 可 以 说 是 一 个 多 姿 多 彩 的 一 个 人 生 过 程 	15 16 
p2train-2654	我 也 希 望 至 少 在 中 国 是 一 个 公 平 的 国 家 	7 
p2train-2655	手 提 电 话 的 声 音 是 将 恼 人 的 	9 
p2train-2656	有 人 说 我 们 的 吃 法 有 礼 貌 的 	12 
p2train-2657	九 十 年 代 我 们 开 始 听 了 世 界 各 个 国 家 的 流 行 歌 曲 	10 
p2train-2658	我 在 大 学 时 有 修 读 旅 游 业 	6 
p2train-2659	近 将 来 绿 色 食 品 也 不 说 绿 色 食 品 	1 
p2train-2660	正 想 特 招 聘 人 员 	3 
p2train-2661	一 首 中 文 歌 曲 已 改 变 了 我 的 一 生 	7 
p2train-2662	那 时 候 我 才 知 道 了 准 备 是 这 么 辛 苦 	8 
p2train-2663	尤 其 是 发 展 国 家 的 人 都 为 了 满 足 自 己 的 欲 望 几 乎 随 便 用 地 球 的 资 源 	10 
p2train-2664	她 在 大 学 里 学 英 文 英 语 	8 9 
p2train-2665	我 觉 得 这 个 是 一 个 非 常 好 的 政 策 	5 
p2train-2666	我 在 自 己 国 家 听 说 过 这 是 “ 安 乐 死 ” 的 问 题 	10 11 
p2train-2667	男 女 分 班 不 一 定 避 免 孩 子 的 早 恋 	12 
p2train-2668	对 待 很 多 人 或 都 事 情 的 话 	7 
p2train-2669	一 起 同 甘 共 苦 而 自 然 地 走 到 爱 情 的 路 上 的 一 对 男 女 	18 19 20 21 22 
p2train-2670	但 因 为 我 怕 害 羞 	5 
p2train-2671	不 幸 福 那 就 哪 有 坚 持 生 活 下 去 的 意 义 呢 	5 
p2train-2672	除 了 我 写 的 原 因 以 外 还 有 了 很 多 问 题 	12 
p2train-2673	他 们 听 父 母 的 说 话 	6 
p2train-2674	我 个 人 的 看 法 是 学 会 好 汉 语 才 能 发 展 两 个 国 家 的 关 系 	9 
p2train-2675	父 母 是 最 早 对 孩 子 的 成 长 产 生 重 大 影 响 的 人 了 	20 
p2train-2676	所 以 从 小 时 候 父 亲 常 常 带 着 我 去 书 店 	3 
p2train-2677	我 们 就 有 保 证 解 决 这 很 严 重 的 社 会 问 题 	10 
p2train-2678	但 是 认 为 流 行 歌 曲 的 好 处 更 多 	3 4 
p2train-2679	可 是 实 际 上 不 少 一 部 分 人 的 心 里 存 在 的 一 种 优 越 感 	8 9 10 
p2train-2680	因 为 有 的 青 少 年 吸 烟 是 根 本 没 有 考 虑 到 吸 烟 的 不 好 	10 
p2train-2681	我 将 主 修 英 文 	2 
p2train-2682	一 般 老 人 或 年 纪 大 的 人 来 说 不 喜 欢 流 行 歌 曲 	11 12 
p2train-2683	我 们 就 有 了 保 证 解 决 这 严 重 的 社 会 问 题 	5 
p2train-2684	没 有 一 个 人 喜 欢 自 己 来 承 坦 某 件 事 	10 
p2train-2685	你 要 对 自 己 所 将 要 介 绍 的 地 方 了 如 指 掌 的 知 识 	18 19 20 
p2train-2686	所 以 会 在 思 想 方 面 会 有 所 不 同 	9 
p2train-2687	有 的 人 认 为 中 国 的 经 济 发 展 不 断 增 强 	3 
p2train-2688	但 这 些 地 方 越 来 越 变 少 	9 
p2train-2689	有 的 时 候 听 流 行 歌 曲 的 	10 
p2train-2690	因 为 如 果 有 一 些 人 得 了 不 治 之 症 而 到 自 然 的 死 为 止 一 直 在 痛 苦 之 中 	19 
p2train-2691	我 的 一 个 朋 友 曾 经 是 一 个 歌 团 的 歌 迷 了 	17 
p2train-2692	我 到 二 十 四 岁 才 发 现 你 们 多 么 爱 我 我 	16 
p2train-2693	在 新 加 坡 国 立 大 学 的 中 文 系 	9 
p2train-2694	我 来 语 言 文 化 大 学 来 之 前 在 北 京 电 影 学 院 上 本 科 	9 
p2train-2695	我 们 也 能 用 一 些 以 害 虫 或 昆 虫 来 影 响 它 们 	8 
p2train-2696	双 管 齐 下 教 育 子 女 或 学 生 下 	12 
p2train-2697	大 家 也 对 “ 安 乐 死 ” 议 论 纷 纷 	3 
p2train-2698	我 现 在 又 开 始 盼 望 下 一 个 假 期 	10 
p2train-2699	有 一 天 妈 妈 因 在 家 乡 有 喜 事 出 门 	7 
p2train-2700	我 很 高 兴 我 会 说 中 文 和 教 我 女 儿 会 说 中 文 	15 
p2train-2701	现 在 我 还 想 得 起 来 我 当 兵 的 时 候 了 	15 
p2train-2702	可 是 按 照 用 更 智 慧 的 方 法 来 解 决 就 是 关 健 	3 4 
p2train-2703	这 现 象 对 人 的 心 理 上 有 不 好 的 影 响 	9 
p2train-2704	这 样 每 一 个 人 都 互 相 帮 忙 也 可 以 看 得 出 “ 爱 ” 是 那 么 美 好 的 	16 
p2train-2705	长 辈 和 晚 辈 该 找 很 多 机 会 一 起 参 加 的 一 些 活 动 	16 
p2train-2706	我 很 想 让 你 们 看 看 中 国 许 多 美 丽 的 自 然 风 景 还 有 我 的 丰 富 多 彩 的 生 活 	23 
p2train-2707	现 在 我 还 想 得 起 来 我 在 当 兵 的 时 候 	10 
p2train-2708	我 想 我 能 帮 助 你 们 本 公 司 发 展 	9 
p2train-2709	我 们 没 有 听 相 对 方 的 话 	6 
p2train-2710	可 是 在 女 子 学 校 生 活 对 我 很 好 了 	14 
p2train-2711	吸 烟 者 人 说 烟 是 自 己 的 爱 好 食 品 	4 
p2train-2712	我 现 在 又 开 始 盼 望 下 次 个 假 期 	10 
p2train-2713	其 实 说 	3 
p2train-2714	“ 不 挨 饿 ” 是 对 人 最 基 本 的 要 求 	7 
p2train-2715	可 是 这 就 是 小 事 儿 	4 
p2train-2716	现 在 为 他 们 需 要 的 不 是 高 质 量 的 食 品 而 是 不 管 质 量 好 不 好 	3 
p2train-2717	他 们 大 都 不 会 同 意 了 	9 
p2train-2718	大 部 分 现 在 的 年 轻 人 中 	10 
p2train-2719	我 开 始 学 习 了 法 文 	6 
p2train-2720	这 现 象 对 人 的 心 理 有 了 不 好 的 影 响 	10 
p2train-2721	那 么 其 中 之 两 个 为 了 三 个 人 抬 水 喝 	5 
p2train-2722	至 少 于 我 不 去 	3 
p2train-2723	因 为 有 的 青 少 年 往 往 吸 烟 根 本 没 有 考 虑 到 吸 烟 的 不 好 	8 9 
p2train-2724	他 们 大 都 就 不 会 同 意 	5 
p2train-2725	我 与 我 的 先 生 是 在 一 次 经 由 婚 姻 介 绍 所 所 安 排 的 活 动 中 而 认 识 的 	25 
p2train-2726	通 过 这 样 的 过 程 来 我 们 两 代 之 间 可 以 找 出 共 同 的 话 题 	8 
p2train-2727	“ 不 挨 饿 ” 是 人 来 说 最 基 本 的 要 求 	8 9 
p2train-2728	在 中 国 从 五 月 一 号 到 七 号 放 假 	1 
p2train-2729	特 别 是 女 吸 烟 者 的 人 说 的 最 大 的 理 由 是 	8 9 
p2train-2730	在 这 个 期 间 	3 
p2train-2731	在 我 认 为 	1 
p2train-2732	男 女 生 共 同 学 习 能 消 除 人 们 对 于 性 别 的 歧 视 	14 
p2train-2733	没 有 一 个 父 母 不 担 心 孩 子 在 读 书 期 间 提 早 恋 爱 了 	21 
p2train-2734	特 别 是 女 人 吸 烟 者 说 的 最 大 的 理 由 是 	5 
p2train-2735	一 边 听 后 写 下 歌 词 	3 4 
p2train-2736	我 个 人 的 看 法 是 学 好 汉 语 才 能 有 能 力 发 展 两 个 国 家 的 关 系 	14 15 16 
p2train-2737	我 才 要 想 起 我 四 岁 儿 童 节 那 天 	3 
p2train-2738	流 行 歌 曲 是 有 着 非 常 多 的 听 众 	5 
p2train-2739	我 才 想 起 我 四 岁 的 儿 童 节 那 天 	8 
p2train-2740	在 那 里 除 了 男 的 老 师 以 外 没 有 男 人 	7 
p2train-2741	我 想 我 也 应 该 学 习 他 那 样 的 为 人 精 神 	13 14 
p2train-2742	又 特 别 是 女 吸 烟 者 说 的 最 大 的 理 由 是 	1 
p2train-2743	对 我 也 有 这 种 “ 代 沟 ” 问 题 	1 
p2train-2744	我 个 人 的 看 法 只 是 学 好 汉 语 才 能 发 展 两 个 国 家 的 关 系 	7 
p2train-2745	会 街 上 被 扔 的 烟 太 多 了 	1 
p2train-2746	我 那 时 候 第 一 次 离 开 家 里 生 活 	11 
p2train-2747	没 有 一 个 身 为 父 母 不 担 心 孩 子 在 读 书 期 间 提 早 恋 爱 	5 6 
p2train-2748	而 且 两 年 以 前 到 英 国 研 究 过 世 界 的 服 装 设 计 	15 
p2train-2749	至 少 我 的 话 不 去 	4 5 
p2train-2750	这 样 的 情 况 引 起 青 少 年 的 吸 烟 等 不 良 的 习 惯 	11 
p2train-2751	现 在 青 少 年 人 中 抽 烟 的 人 很 多 	6 
p2train-2752	车 到 山 前 必 有 路 走 	8 
p2train-2753	我 认 为 目 前 不 得 不 作 使 用 化 肥 和 农 药 食 品 	17 18 
p2train-2754	他 只 能 会 有 痛 的 感 觉 	4 
p2train-2755	恐 怕 道 出 此 言 者 之 士 对 于 结 婚 抱 着 “ 不 负 责 任 ” 的 心 态 吧 	8 9 
p2train-2756	现 在 他 们 需 要 的 不 是 高 质 量 的 食 品 而 是 不 管 质 量 的 好 不 好 	22 
p2train-2757	但 是 最 近 的 音 乐 环 境 它 遭 到 了 几 种 问 题 	10 
p2train-2758	在 双 管 齐 下 教 育 子 女 或 学 生 	1 
p2train-2759	如 果 一 个 人 抬 水 的 话 很 多 费 力 	11 
p2train-2760	可 是 这 是 小 的 事 儿 	6 
p2train-2761	那 么 我 们 最 好 还 是 练 好 本 领 去 面 对 那 些 困 难 了 	20 
p2train-2762	他 父 亲 是 一 个 从 事 贸 易 的 人 了 	13 
p2train-2763	大 家 是 对 “ 安 乐 死 ” 议 论 纷 纷 	3 
p2train-2764	那 就 是 依 赖 别 人 的 	8 
p2train-2765	但 是 在 我 的 性 格 上 有 在 小 时 候 的 父 母 教 育 的 影 响 	10 
p2train-2766	但 我 希 望 世 界 上 的 香 烟 都 消 失 去 了 	14 15 
p2train-2767	我 的 一 个 朋 友 是 曾 经 是 一 个 歌 团 的 歌 迷 	7 
p2train-2768	我 们 吃 不 吃 绿 色 食 品 是 纯 属 于 个 人 问 题 	10 
p2train-2769	车 到 山 前 必 有 路 过 	8 
p2train-2770	互 相 提 出 自 己 所 想 的 自 由 的 意 见 	1 2 
p2train-2771	他 只 能 有 着 痛 的 感 觉 	5 
p2train-2772	记 对 我 影 响 最 大 的 人 就 是 我 的 父 母 	1 
p2train-2773	做 父 母 的 也 可 以 说 永 远 也 不 该 嫌 自 己 考 虑 得 太 过 周 到 	5 
p2train-2774	一 直 在 城 市 里 生 活 过 	9 
p2train-2775	各 人 各 位 有 不 同 的 方 法 来 面 对 挫 折 	3 4 
p2train-2776	今 年 韩 国 政 府 规 定 把 烟 价 涨 价 到 两 倍 	13 
p2train-2777	人 一 个 人 不 能 办 很 大 的 事 情 	1 
p2train-2778	因 为 我 们 吃 不 吃 绿 色 食 品 纯 属 于 个 人 问 题 	1 2 
p2train-2779	我 在 学 习 汉 语 	2 
p2train-2780	在 公 共 场 所 吸 烟 对 公 众 的 影 响 不 能 忽 略 了 	18 
p2train-2781	父 母 却 是 最 早 对 孩 子 的 成 长 产 生 重 大 影 响 的 人 	3 
p2train-2782	没 有 一 个 人 喜 欢 自 己 承 坦 某 件 事 干 	15 
p2train-2783	所 以 会 在 思 想 方 面 上 有 所 不 同 	9 
p2train-2784	在 信 上 写 的 是 ： 他 对 我 有 印 象 	1 
p2train-2785	在 公 共 场 所 的 吸 烟 对 公 众 的 影 响 不 能 忽 略 	6 
p2train-2786	才 能 解 决 不 同 方 面 会 发 生 的 矛 盾 	9 
p2train-2787	吸 烟 成 了 人 们 消 除 压 力 的 一 种 普 遍 手 段 之 一 	18 19 
p2train-2788	在 电 视 节 目 应 有 变 化 	1 
p2train-2789	地 球 不 是 我 们 的 而 是 以 后 我 们 的 后 代 的 	10 11 
p2train-2790	但 这 些 地 方 出 越 来 越 少 	6 
p2train-2791	男 女 生 共 同 学 习 能 消 除 往 后 人 们 对 性 别 的 歧 视 	11 12 
p2train-2792	并 渐 渐 形 成 的 	6 
p2train-2793	我 认 为 目 前 不 得 不 作 使 用 化 肥 和 农 药 的 	17 
p2train-2794	我 和 一 位 韩 国 同 学 之 所 以 选 择 “ 七 月 份 ” 是 因 为 此 时 是 内 蒙 古 的 草 原 的 状 态 甚 好 	24 
p2train-2795	可 是 实 际 上 不 少 的 人 的 心 里 存 在 的 一 种 优 越 感 	8 
p2train-2796	你 要 对 自 己 所 将 要 介 绍 的 地 方 有 了 如 指 掌 	14 
p2train-2797	是 因 为 父 母 的 存 在 是 否 很 影 响 孩 子 的 成 长 过 程 	10 
p2train-2798	我 想 我 能 帮 助 你 们 公 司 的 发 展 	11 
p2train-2799	我 也 有 这 种 “ 代 沟 ” 问 题 的 我 来 说 	12 13 14 15 
p2train-2800	父 母 是 孩 子 周 围 中 最 密 切 的 人 物 	8 
p2train-2801	使 用 化 肥 和 农 药 对 人 们 的 健 康 很 有 危 险 	15 
p2train-2802	为 了 减 少 将 来 吸 烟 者 的 比 率 在 家 庭 和 学 校 的 教 育 要 加 强 	13 
p2train-2803	中 国 从 五 月 一 号 到 七 号 左 右 有 放 假 	11 12 13 
p2train-2804	本 人 在 今 年 刚 满 三 十 	3 
p2train-2805	毕 业 以 后 十 年 间 在 日 本 当 过 广 告 设 计 师 	12 
p2train-2806	电 视 节 目 应 有 了 变 化 	7 
p2train-2807	然 而 失 去 生 命 的 缘 故 是 外 在 来 的 	13 
p2train-2808	本 来 环 境 是 自 然 来 形 成 的 	8 
p2train-2809	她 因 分 数 不 够 而 上 了 不 好 的 高 中 学 校 	15 16 
p2train-2810	人 和 人 之 间 的 关 系 只 有 意 思 沟 通 才 成 的 	11 12 
p2train-2811	在 减 少 公 共 场 所 的 吸 烟 者 的 同 时 也 能 帮 助 青 年 人 不 要 去 学 那 些 成 人 的 坏 习 惯 	23 
p2train-2812	在 减 少 公 共 场 所 中 的 吸 烟 者 的 同 时 也 能 帮 助 青 年 人 不 去 学 那 些 成 人 的 坏 习 惯 	8 
p2train-2813	我 那 时 候 第 一 次 离 开 家 过 生 活 	11 
p2train-2814	在 那 边 里 除 了 男 老 师 以 外 没 有 男 人 	3 
p2train-2815	这 样 每 一 个 人 都 互 相 帮 忙 解 决 也 可 以 看 出 “ 爱 ” 是 那 么 美 好 的 	12 13 
p2train-2816	有 的 不 仅 认 为 中 国 的 经 济 发 展 不 断 增 强 	3 4 
p2train-2817	自 己 的 喜 爱 等 多 方 面 要 素 来 进 行 研 究 	10 11 
p2train-2818	这 样 的 情 况 引 起 了 青 少 年 吸 烟 等 不 良 的 习 惯 	8 
p2train-2819	代 沟 以 前 有 了 	6 
p2train-2820	为 了 产 量 使 用 过 多 的 化 学 物 质 的 方 法 是 不 文 明 对 的 	21 
p2train-2821	还 是 重 要 的 是 教 育 之 质 	1 2 
p2train-2822	我 到 二 十 四 岁 才 发 现 了 你 们 多 么 爱 我 	10 
p2train-2823	但 是 老 师 让 我 开 了 	8 
p2train-2824	在 街 头 上 禁 止 随 便 发 出 汽 车 喇 叭 声 	3 
p2train-2825	我 才 知 道 最 近 您 把 日 子 过 得 很 艰 苦 	8 
p2train-2826	恐 怕 道 出 此 言 者 可 能 对 于 结 婚 抱 着 “ 不 负 责 任 ” 的 心 态 吧 	8 9 
p2train-2827	通 过 这 样 的 过 程 我 们 两 代 之 间 可 以 找 出 了 共 同 的 话 题 	18 
p2train-2828	因 为 烟 有 类 似 于 白 粉 	4 
p2train-2829	长 辈 和 晚 辈 该 找 很 多 机 会 两 个 一 起 参 加 一 些 活 动 	12 13 
p2train-2830	就 能 判 断 什 么 样 是 个 好 男 孩 儿 	9 
p2train-2831	在 我 本 国 比 较 流 行 这 种 流 行 歌 曲 受 欢 迎 的 现 象 	3 
p2train-2832	我 们 也 能 用 一 些 害 虫 或 昆 虫 的 来 影 响 它 们 	13 
p2train-2833	可 是 在 女 子 学 校 过 生 活 对 我 很 好 	8 
p2train-2834	一 定 带 去 成 绩 好 的 成 绩 单 	5 6 
p2train-2835	本 来 环 境 是 由 自 然 形 成 的 	6 
p2train-2836	所 以 小 时 候 的 父 亲 常 常 带 着 我 去 书 店 	6 
p2train-2837	这 是 现 代 社 会 的 复 杂 	7 
p2train-2838	因 而 老 年 人 可 以 听 流 行 歌 曲 	6 7 
p2train-2839	我 才 知 道 了 最 近 您 日 子 过 得 很 艰 苦 	5 
p2train-2840	在 这 段 期 间 	3 
p2train-2841	但 是 我 流 行 歌 曲 的 好 处 更 多 	3 
p2train-2842	重 要 的 就 是 教 育 之 质 	4 
p2train-2843	但 是 我 的 在 我 的 性 格 上 有 小 时 候 的 父 母 教 育 的 影 响 	3 4 
p2train-2844	做 父 母 的 可 以 说 永 远 也 不 该 嫌 自 己 考 虑 得 太 过 周 到 的 	23 
